index,ncaa_id,team,player_id,name,year,hometown,homestate,high_school,previous_school_clean,height_clean,position,jersey,url,season,team_state,conference,division,height_ft,height_in,total_inches,primary_position,secondary_position,position_clean,year_clean,redshirt,hs_clean,hometown_clean,state_clean,country_clean
1442,769,Western Carolina,11161.0,Joi Reid,Junior,Ellenwood,Georgia,Forest Park HS,,"6'0""",Guard,12,https://www.catamountsports.com/sports/womens-basketball/roster/joi-reid/11161,2022-23,NC,SoCon,I,6.0,0.0,72.0,GUARD,,GUARD,Junior,0,Forest Park HS,"ELLENWOOD, GA",GA,USA
1443,769,Western Carolina,11156.0,Zanoria Cruz,Junior,Orlando,Fla,Lake Highland Preparatory School,,"5'10""",Guard/Forward,13,https://www.catamountsports.com/sports/womens-basketball/roster/zanoria-cruz/11156,2022-23,NC,SoCon,I,5.0,10.0,70.0,GUARD,FORWARD,GUARD/FORWARD,Junior,0,Lake Highland Preparatory School,"ORLANDO, FLA",FL,USA
1444,769,Western Carolina,11158.0,Jacey Justice,Sophomore,Peebles,Ohio,Peebles HS,,"5'8""",Guard,14,https://www.catamountsports.com/sports/womens-basketball/roster/jacey-justice/11158,2022-23,NC,SoCon,I,5.0,8.0,68.0,GUARD,,GUARD,Sophomore,0,Peebles HS,"PEEBLES, OHIO",OH,USA
1445,769,Western Carolina,11339.0,Ewa Kielar,Junior,Pabianice,Poland,,,"6'1""",Forward,15,https://www.catamountsports.com/sports/womens-basketball/roster/ewa-kielar/11339,2022-23,NC,SoCon,I,6.0,1.0,73.0,FORWARD,,FORWARD,Junior,0,,"PABIANICE, POLAND",,POLAND
1446,769,Western Carolina,11343.0,Erin Stack,Freshman,St. Charles,Ill,St. Charles North HS,,"6'3""",Forward,23,https://www.catamountsports.com/sports/womens-basketball/roster/erin-stack/11343,2022-23,NC,SoCon,I,6.0,3.0,75.0,FORWARD,,FORWARD,Freshman,0,St. Charles North HS,"ST CHARLES, ILL",IL,USA
1447,769,Western Carolina,11162.0,Bailey Trumm,Sophomore,Powell,Tenn,Powell HS,Appalachian State,"5'7""",Guard,25,https://www.catamountsports.com/sports/womens-basketball/roster/bailey-trumm/11162,2022-23,NC,SoCon,I,5.0,7.0,67.0,GUARD,,GUARD,Sophomore,0,Powell HS,"POWELL, TENN",TN,USA
1448,769,Western Carolina,11159.0,Audrey Meyers,Junior,Columbia,SC.,Cardinal Newman HS,,"6'0""",Guard/Forward,31,https://www.catamountsports.com/sports/womens-basketball/roster/audrey-meyers/11159,2022-23,NC,SoCon,I,6.0,0.0,72.0,GUARD,FORWARD,GUARD/FORWARD,Junior,0,Cardinal Newman HS,"COLUMBIA, SC",SC,USA
1449,769,Western Carolina,11157.0,Endia Holliday,Senior,Ellisville,Miss,South Jones HS,Jones College,"6'1""",Post,32,https://www.catamountsports.com/sports/womens-basketball/roster/endia-holliday/11157,2022-23,NC,SoCon,I,6.0,1.0,73.0,CENTER,,CENTER,Senior,0,South Jones HS,"ELLISVILLE, MISS",MS,USA
1450,769,Western Carolina,11342.0,Shayane Poirot-Allard,Sophomore,Cavalaire-sur-Mer,France,,,"5'8""",Guard,33,https://www.catamountsports.com/sports/womens-basketball/roster/shayane-poirot-allard/11342,2022-23,NC,SoCon,I,5.0,8.0,68.0,GUARD,,GUARD,Sophomore,0,,"CAVALAIRE SUR-MER, FRANCE",,FRANCE
1451,127,Central Connecticut,,Forever Toppin,Sr.,Paterson,New Jersey,Sinai Christian Academy,,05-Aug,Guard,1,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/toppin_forever_k69j,2022-23,CT,NEC,I,5.0,8.0,68.0,GUARD,,GUARD,Senior,0,Sinai Christian Academy,"PATERSON, NJ",NJ,USA
1452,127,Central Connecticut,,Belle Lanpher,So.,Princeton,Massachusetts,Wachusett Regional,,05-May,Guard,2,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/lanpher_belle_mpe9,2022-23,CT,NEC,I,5.0,5.0,65.0,GUARD,,GUARD,Sophomore,0,Wachusett Regional,"PRINCETON, MA",MA,USA
1453,127,Central Connecticut,,Amaya Williams,So.,Syracuse,New York,Nottingham,,05-May,Guard,5,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/williams_amaya_g6rx,2022-23,CT,NEC,I,5.0,5.0,65.0,GUARD,,GUARD,Sophomore,0,Nottingham,"SYRACUSE, NY",NY,USA
1454,127,Central Connecticut,,Emma Bruen,So.,Middletown,New Jersey,Saint John Vianney,,05-Jul,Guard,10,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/bruen_emma_mmae,2022-23,CT,NEC,I,5.0,7.0,67.0,GUARD,,GUARD,Sophomore,0,Saint John Vianney,"MIDDLETOWN, NJ",NJ,USA
1455,127,Central Connecticut,,Dejah Jenkins,Jr.,Dorchester,Massachusetts,Cathedral High School,,05-Jul,Guard,11,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/jenkins_dejah_tv4c,2022-23,CT,NEC,I,5.0,7.0,67.0,GUARD,,GUARD,Junior,0,Cathedral High School,"DORCHESTER, MA",MA,USA
1456,127,Central Connecticut,,Ally Sentance,Fr.,Thorold,Ontario,Lincoln Prep,,05-Sep,Guard,12,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/sentance_ally_bdp2,2022-23,CT,NEC,I,5.0,9.0,69.0,GUARD,,GUARD,Freshman,0,Lincoln Prep,"THOROLD, ONTARIO",,CANADA
1457,127,Central Connecticut,,Brooke Lechleitner,Fr.,Conrath,Wisconsin,Lake Holcombe,,05-Nov,Forward,14,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/lechleitner_brooke_55nd,2022-23,CT,NEC,I,5.0,11.0,71.0,FORWARD,,FORWARD,Freshman,0,Lake Holcombe,"CONRATH, WI",WI,USA
1458,127,Central Connecticut,,Livvy Pizzitola,So.,Southington,Connecticut,Southington High School,,05-May,Guard,15,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/pizzitola_livvy_x57q,2022-23,CT,NEC,I,5.0,5.0,65.0,GUARD,,GUARD,Sophomore,0,Southington High School,"SOUTHINGTON, CT",CT,USA
1459,127,Central Connecticut,,Cierra Pearson,Fr.,Teaneck,New Jersey,Saddle River Day School,,05-Aug,Guard,21,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/pearson_ciera_clun,2022-23,CT,NEC,I,5.0,8.0,68.0,GUARD,,GUARD,Freshman,0,Saddle River Day School,"TEANECK, NJ",NJ,USA
1460,127,Central Connecticut,,Carla Bastida,Jr.,Barcelona,"Catalonia, Spain",Escola Garbí Pere Vergés,,05-Oct,Guard,23,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/bastida_carla_q4my,2022-23,CT,NEC,I,5.0,10.0,70.0,GUARD,,GUARD,Junior,0,Escola Garbí Pere Vergés,"BARCELONA, CATALONIA, SPAIN",,SPAIN
1461,127,Central Connecticut,,Lara Rohkohl,Fr.,Hannover,Germany,IGS Roderbruch,,06-Feb,Center/ Forward,24,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/rohkohl_lara_iwdq,2022-23,CT,NEC,I,6.0,2.0,74.0,FORWARD,CENTER,FORWARD/CENTER,Freshman,0,IGS Roderbruch,"HANNOVER, GERMANY",,GERMANY
1462,127,Central Connecticut,,Meghan Kenefick,Jr.,Oakton,Virginia,Saint Paul VI Catholic,,6-0,Forward,32,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/kenefick_meghan_0jec,2022-23,CT,NEC,I,6.0,0.0,72.0,FORWARD,,FORWARD,Junior,0,Saint Paul VI Catholic,"OAKTON, VA",VA,USA
1463,127,Central Connecticut,,Tatiana Brown,Fr.,Virginia Beach,Virginia,Tallwood High School,,6-0,Center,33,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/brown_tatiana_qqsf,2022-23,CT,NEC,I,6.0,0.0,72.0,CENTER,,CENTER,Freshman,0,Tallwood High School,"VIRGINIA BEACH, VIRGINIA",VA,USA
1464,127,Central Connecticut,,Alli Napoli,So.,Amesbury,Massachusetts,Amesbury,,6-0,Forward,34,https://www.ccsubluedevils.com/sports/wbkb/2022-23/bios/napoli_alli_6r5l,2022-23,CT,NEC,I,6.0,0.0,72.0,FORWARD,,FORWARD,Sophomore,0,Amesbury,"AMESBURY, MA",MA,USA
1465,458,Charlotte,10089.0,Aylesha Wade,Sophomore,York,SC.,Clover HS,,"5'6""",Guard,0,https://www.charlotte49ers.com/sports/womens-basketball/roster/aylesha-wade/10089,2022-23,NC,C-USA,I,5.0,6.0,66.0,GUARD,,GUARD,Sophomore,0,Clover HS,"YORK, SC",SC,USA
1466,458,Charlotte,10085.0,Mya McGraw,Sophomore,Gainesville,Fla,Hawthorne HS,,"6'2""",Forward,1,https://www.charlotte49ers.com/sports/womens-basketball/roster/mya-mcgraw/10085,2022-23,NC,C-USA,I,6.0,2.0,74.0,FORWARD,,FORWARD,Sophomore,0,Hawthorne HS,"GAINESVILLE, FLA",FL,USA
1467,458,Charlotte,10083.0,Tamia Davis,Senior,Raleigh,NC.,Southeast Raleigh HS,Kansas,"5'7""",Guard,3,https://www.charlotte49ers.com/sports/womens-basketball/roster/tamia-davis/10083,2022-23,NC,C-USA,I,5.0,7.0,67.0,GUARD,,GUARD,Senior,0,Southeast Raleigh HS,"RALEIGH, NC",NC,USA
1468,458,Charlotte,10090.0,Nia Young,Redshirt Freshman,Raleigh,NC.,Leesville Road HS,,"6'0""",Guard,5,https://www.charlotte49ers.com/sports/womens-basketball/roster/nia-young/10090,2022-23,NC,C-USA,I,6.0,0.0,72.0,GUARD,,GUARD,Freshman,1,Leesville Road HS,"RALEIGH, NC",NC,USA
1469,458,Charlotte,10084.0,Dazia Lawrence,Redshirt Sophomore,Greenville,NC.,Mallard Creek HS,,"5'8""",Guard,10,https://www.charlotte49ers.com/sports/womens-basketball/roster/dazia-lawrence/10084,2022-23,NC,C-USA,I,5.0,8.0,68.0,GUARD,,GUARD,Sophomore,1,Mallard Creek HS,"GREENVILLE, NC",NC,USA
1470,458,Charlotte,10081.0,Mikayla Boykin,Fifth Year,Clinton,NC.,Clinton HS,Duke,"5'9""",Guard,12,https://www.charlotte49ers.com/sports/womens-basketball/roster/mikayla-boykin/10081,2022-23,NC,C-USA,I,5.0,9.0,69.0,GUARD,,GUARD,Fifth Year,0,Clinton HS,"CLINTON, NC",NC,USA
1471,458,Charlotte,10092.0,Tracey Hueston,Junior,Roanoke,Virginia,Northside HS,Pitt,"6'2""",Forward,13,https://www.charlotte49ers.com/sports/womens-basketball/roster/tracey-hueston/10092,2022-23,NC,C-USA,I,6.0,2.0,74.0,FORWARD,,FORWARD,Junior,0,Northside HS,"ROANOKE, VA",VA,USA
1472,458,Charlotte,10086.0,Jada McMillian,Fifth Year,Raleigh,NC.,Southeast Raleigh HS,,"5'7""",Guard,15,https://www.charlotte49ers.com/sports/womens-basketball/roster/jada-mcmillian/10086,2022-23,NC,C-USA,I,5.0,7.0,67.0,GUARD,,GUARD,Fifth Year,0,Southeast Raleigh HS,"RALEIGH, NC",NC,USA
1473,458,Charlotte,10082.0,Jacee Busick,Junior,Kernersville,NC.,Glenn HS,,"6'1""",Guard,20,https://www.charlotte49ers.com/sports/womens-basketball/roster/jacee-busick/10082,2022-23,NC,C-USA,I,6.0,1.0,73.0,GUARD,,GUARD,Junior,0,Glenn HS,"KERNERSVILLE, NC",NC,USA
1474,458,Charlotte,10088.0,Kameron Roach,Fifth Year,Hopkins,SC.,Lower Richland HS,Kentucky,"5'6""",Guard,23,https://www.charlotte49ers.com/sports/womens-basketball/roster/kameron-roach/10088,2022-23,NC,C-USA,I,5.0,6.0,66.0,GUARD,,GUARD,Fifth Year,0,Lower Richland HS,"HOPKINS, SC",SC,USA
1475,458,Charlotte,10093.0,Keanna Rembert,Redshirt Freshman,Raleigh,NC.,Millbrook HS,Illinois,"6'2""",Forward,31,https://www.charlotte49ers.com/sports/womens-basketball/roster/keanna-rembert/10093,2022-23,NC,C-USA,I,6.0,2.0,74.0,FORWARD,,FORWARD,Freshman,1,Millbrook HS,"RALEIGH, NC",NC,USA
1476,458,Charlotte,10087.0,Angel Middleton,Redshirt Junior,Charleston,SC.,First Baptist School,,"6'6""",Center,44,https://www.charlotte49ers.com/sports/womens-basketball/roster/angel-middleton/10087,2022-23,NC,C-USA,I,6.0,6.0,78.0,CENTER,,CENTER,Junior,1,First Baptist School,"CHARLESTON, SC",SC,USA
1477,148,Cleveland State,,Deja Williams,Junior,Long Beach,Calif,Long Beach Poly (Cal State Northridge),,05-Jun,Guard,0,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/williams_deja_rzyr,2022-23,OH,Horizon,I,5.0,6.0,66.0,GUARD,,GUARD,Junior,0,Long Beach Poly (Cal State Northridge),"LONG BEACH, CALIF",CA,USA
1478,148,Cleveland State,,Destiny Leo,Junior,Willowick,Ohio,North,,05-Oct,Guard,2,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/leo_destiny_pf2h,2022-23,OH,Horizon,I,5.0,10.0,70.0,GUARD,,GUARD,Junior,0,North,"WILLOWICK, OHIO",OH,USA
1479,148,Cleveland State,,Julia Hintz,Senior,New Berlin,Wis,New Berlin Eisenhower,,05-Aug,Guard,4,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/hintz_julia_je4z,2022-23,OH,Horizon,I,5.0,8.0,68.0,GUARD,,GUARD,Senior,0,New Berlin Eisenhower,"NEW BERLIN, WIS",WI,USA
1480,148,Cleveland State,,Jordana Reisma,Freshman,Brown Deer,Wis,Brown Deer,,06-Mar,Forward,10,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/reisma_jordana_v6gn,2022-23,OH,Horizon,I,6.0,3.0,75.0,FORWARD,,FORWARD,Freshman,0,Brown Deer,"BROWN DEER, WIS",WI,USA
1481,148,Cleveland State,,Aminata Ly,Redshirt-Junior,Dakar,Senegal,Green Forest Christian Academy (Ga.),,06-Apr,Center,11,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/ly_aminata_n2nr,2022-23,OH,Horizon,I,6.0,4.0,76.0,CENTER,,CENTER,Junior,1,Green Forest Christian Academy (Ga.),"DAKAR, SENEGAL",,SENEGAL
1482,148,Cleveland State,,Sara Guerreiro,Junior,Seixal,Portugal,Escola Básica e Secundária Amélia Rey Colasso (USF),,05-Oct,Guard,12,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/guerreiro_sara_gdvh,2022-23,OH,Horizon,I,5.0,10.0,70.0,GUARD,,GUARD,Junior,0,Escola Básica e Secundária Amélia Rey Colasso (USF),"SEIXAL, PORTUGAL",,PORTUGAL
1483,148,Cleveland State,,Barbara Zieniewska,Graduate,Sokolow Podlaski,Poland,,,6-0,Guard,13,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/zieniewska_barbara_ut2a,2022-23,OH,Horizon,I,6.0,0.0,72.0,GUARD,,GUARD,Graduate Student,0,,"SOKOLOW PODLASKI, POLAND",,POLAND
1484,148,Cleveland State,,Brittni Moore,Senior,Memphis,Tenn,White Station (UT Martin),,05-Oct,Forward,15,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/moore_brittni_3ghc,2022-23,OH,Horizon,I,5.0,10.0,70.0,FORWARD,,FORWARD,Senior,0,White Station (UT Martin),"MEMPHIS, TENN",TN,USA
1485,148,Cleveland State,,Shadiya Thomas,Junior,Cypress,Texas,Cypress Ranch (Tyler Junior College),,05-Aug,Guard,20,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/thomas_shadiya_46b3,2022-23,OH,Horizon,I,5.0,8.0,68.0,GUARD,,GUARD,Junior,0,Cypress Ranch (Tyler Junior College),"CYPRESS, TEXAS",TX,USA
1486,148,Cleveland State,,Faith Burch,Redshirt-Freshman,Warren,Ohio,Harding,,06-Jan,Forward,22,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/burch_faith_ehg2,2022-23,OH,Horizon,I,6.0,1.0,73.0,FORWARD,,FORWARD,Freshman,1,Harding,"WARREN, OHIO",OH,USA
1487,148,Cleveland State,,Carmen Villalobos,Senior,Cardiz,Spain,Segle XXI (Hartford),,06-Jan,Guard,33,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/villalobos_carmen_3yfa,2022-23,OH,Horizon,I,6.0,1.0,73.0,GUARD,,GUARD,Senior,0,Segle XXI (Hartford),"CARDIZ, SPAIN",,SPAIN
1488,148,Cleveland State,,Gabriella Smith,Senior,Bolingbrook,Ill,Bolingbrook (Iowa Western),,05-Oct,Guard,34,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/smith_gabriella_73rd,2022-23,OH,Horizon,I,5.0,10.0,70.0,GUARD,,GUARD,Senior,0,Bolingbrook (Iowa Western),"BOLINGBROOK, ILL",IL,USA
1489,148,Cleveland State,,Amele Ngwafang,Senior,Silver Spring,Maryland,Paintbranch (Radford),,6-0,Forward,35,https://www.csuvikings.com/sports/w-baskbl/2022-23/bios/ngwafang_amele_jnow,2022-23,OH,Horizon,I,6.0,0.0,72.0,FORWARD,,FORWARD,Senior,0,Paintbranch (Radford),"SILVER SPRING, MD",MD,USA
1490,149,Coastal Carolina,17980.0,Helena Delaruelle,Junior,Enghien-les-Bains,France,Putnam Science Academy,New Hampshire,"5'7""",Guard,0,https://www.goccusports.com/sports/womens-basketball/roster/helena-delaruelle/17980,2022-23,SC,Sun Belt,I,5.0,7.0,67.0,GUARD,,GUARD,Junior,0,Putnam Science Academy,"ENGHIEN LES-BAINS, FRANCE",,FRANCE
1491,149,Coastal Carolina,17867.0,Brali Simmons,Junior,Memphis,Tenn,St. Agnes Academy,,"5'8""",Guard,1,https://www.goccusports.com/sports/womens-basketball/roster/brali-simmons/17867,2022-23,SC,Sun Belt,I,5.0,8.0,68.0,GUARD,,GUARD,Junior,0,St. Agnes Academy,"MEMPHIS, TENN",TN,USA
1492,149,Coastal Carolina,17864.0,Jordyn Newsome,Sophomore,Irving,Texas,Irving MacArthur HS,,"5'8""",Guard,2,https://www.goccusports.com/sports/womens-basketball/roster/jordyn-newsome/17864,2022-23,SC,Sun Belt,I,5.0,8.0,68.0,GUARD,,GUARD,Sophomore,0,Irving MacArthur HS,"IRVING, TEXAS",TX,USA
1493,149,Coastal Carolina,17977.0,Anaya Barney,Redshirt Freshman,Cedar Falls,Iowa,Cedar Falls HS,Northern Iowa,"5'10""",Guard,3,https://www.goccusports.com/sports/womens-basketball/roster/anaya-barney/17977,2022-23,SC,Sun Belt,I,5.0,10.0,70.0,GUARD,,GUARD,Freshman,1,Cedar Falls HS,"CEDAR FALLS, IOWA",IA,USA
1494,149,Coastal Carolina,17861.0,Arin Freeman,Sophomore,Little Rock,Ark,North Little Rock HS,,"5'7""",Guard,4,https://www.goccusports.com/sports/womens-basketball/roster/arin-freeman/17861,2022-23,SC,Sun Belt,I,5.0,7.0,67.0,GUARD,,GUARD,Sophomore,0,North Little Rock HS,"LITTLE ROCK, ARK",AR,USA
1495,149,Coastal Carolina,17865.0,Deaja Richardson,Senior,Kernersville,NC.,Westridge Academy,Tennessee State,"5'9""",Guard,5,https://www.goccusports.com/sports/womens-basketball/roster/deaja-richardson/17865,2022-23,SC,Sun Belt,I,5.0,9.0,69.0,GUARD,,GUARD,Senior,0,Westridge Academy,"KERNERSVILLE, NC",NC,USA
1496,149,Coastal Carolina,17862.0,Angie Juste-Jean,Sophomore,Montreal,Quebec,Winston-Salem Christian School,,"5'8""",Guard,11,https://www.goccusports.com/sports/womens-basketball/roster/angie-juste-jean/17862,2022-23,SC,Sun Belt,I,5.0,8.0,68.0,GUARD,,GUARD,Sophomore,0,Winston-Salem Christian School,"MONTREAL, QUEBEC",,CANADA
1497,149,Coastal Carolina,17978.0,Miriam Recarte,Graduate Student,Pamplona,Spain,Multibasket,Lander,"6'2""",Center,20,https://www.goccusports.com/sports/womens-basketball/roster/miriam-recarte/17978,2022-23,SC,Sun Belt,I,6.0,2.0,74.0,CENTER,,CENTER,Graduate Student,0,Multibasket,"PAMPLONA, SPAIN",,SPAIN
1498,149,Coastal Carolina,18339.0,Aja Blount,Graduate Student,Northampton,Pennsylvania,Northampton (IMG Academy),IMG Academy,"5'11""",Forward,21,https://www.goccusports.com/sports/womens-basketball/roster/aja-blount/18339,2022-23,SC,Sun Belt,I,5.0,11.0,71.0,FORWARD,,FORWARD,Graduate Student,0,Northampton (IMG Academy),"NORTHAMPTON, PA",PA,USA
1499,149,Coastal Carolina,17981.0,Amaya Adams,Graduate Student,Kansas City,Missouri,Notre Dame de Sion HS,ETSU,"5'10""",Guard,23,https://www.goccusports.com/sports/womens-basketball/roster/amaya-adams/17981,2022-23,SC,Sun Belt,I,5.0,10.0,70.0,GUARD,,GUARD,Graduate Student,0,Notre Dame de Sion HS,"KANSAS CITY, MO",MO,USA
1500,149,Coastal Carolina,17856.0,Arielle-Vadrelle Belinga,Sophomore,Riverdale,Georgia,Sandy Creek HS,,"6'0""",Forward/Center,31,https://www.goccusports.com/sports/womens-basketball/roster/arielle-vadrelle-belinga/17856,2022-23,SC,Sun Belt,I,6.0,0.0,72.0,FORWARD,CENTER,FORWARD/CENTER,Sophomore,0,Sandy Creek HS,"RIVERDALE, GA",GA,USA
1501,149,Coastal Carolina,17976.0,Makaila Cange,Senior,Douglasville,Georgia,New Manchester HS,Lander,"5'11""",Forward,32,https://www.goccusports.com/sports/womens-basketball/roster/makaila-cange/17976,2022-23,SC,Sun Belt,I,5.0,11.0,71.0,FORWARD,,FORWARD,Senior,0,New Manchester HS,"DOUGLASVILLE, GA",GA,USA
1502,149,Coastal Carolina,17982.0,B'Aunce Carter,Senior,Belleville,Ill,Belleville East HS,St. Bonaventure,"5'11""",Forward,34,https://www.goccusports.com/sports/womens-basketball/roster/b-aunce-carter/17982,2022-23,SC,Sun Belt,I,5.0,11.0,71.0,FORWARD,,FORWARD,Senior,0,Belleville East HS,"BELLEVILLE, ILL",IL,USA
1503,1014,College of Charleston,5565.0,Jaila Roberts,Junior,Cantonment,Fla,Booker T. Washington (East Tennessee State),,"5'6""",Guard,0,https://www.cofcsports.com/sports/womens-basketball/roster/jaila-roberts/5565,2022-23,SC,CAA,I,5.0,6.0,66.0,GUARD,,GUARD,Junior,0,Booker T. Washington (East Tennessee State),"CANTONMENT, FLA",FL,USA
1504,1014,College of Charleston,5559.0,Bria McClure,Sophomore,San Antonio,Texas,Steele,,"5'5""",Guard,2,https://www.cofcsports.com/sports/womens-basketball/roster/bria-mcclure/5559,2022-23,SC,CAA,I,5.0,5.0,65.0,GUARD,,GUARD,Sophomore,0,Steele,"SAN ANTONIO, TEXAS",TX,USA
1505,1014,College of Charleston,5566.0,Marissa Brown,Freshman,Fort Walton Beach,Fla,Choctawatchee,,"6'0""",Forward,3,https://www.cofcsports.com/sports/womens-basketball/roster/marissa-brown/5566,2022-23,SC,CAA,I,6.0,0.0,72.0,FORWARD,,FORWARD,Freshman,0,Choctawatchee,"FORT WALTON BEACH, FLA",FL,USA
1506,1014,College of Charleston,5567.0,Alexis Andrews,Freshman,Montgomery,Ala,Park Crossing,,"5'8""",Guard,4,https://www.cofcsports.com/sports/womens-basketball/roster/alexis-andrews/5567,2022-23,SC,CAA,I,5.0,8.0,68.0,GUARD,,GUARD,Freshman,0,Park Crossing,"MONTGOMERY, ALA",AL,USA
1507,1014,College of Charleston,5560.0,Elise Pearson,Junior,Charleston,SC.,Porter-Gaud,,"5'8""",Guard,10,https://www.cofcsports.com/sports/womens-basketball/roster/elise-pearson/5560,2022-23,SC,CAA,I,5.0,8.0,68.0,GUARD,,GUARD,Junior,0,Porter-Gaud,"CHARLESTON, SC",SC,USA
1508,1014,College of Charleston,5568.0,Naylee Cortes,Freshman,Kissimmee,Fla,Central Pointe Christian Academy,,"5'9""",Wing,11,https://www.cofcsports.com/sports/womens-basketball/roster/naylee-cortes/5568,2022-23,SC,CAA,I,5.0,9.0,69.0,WING,,WING,Freshman,0,Central Pointe Christian Academy,"KISSIMMEE, FLA",FL,USA
1509,1014,College of Charleston,5569.0,Jada Logan,Senior,Rutherfordton,NC.,R-S Central (USC Upstate),,"5'9""",Guard,12,https://www.cofcsports.com/sports/womens-basketball/roster/jada-logan/5569,2022-23,SC,CAA,I,5.0,9.0,69.0,GUARD,,GUARD,Senior,0,R-S Central (USC Upstate),"RUTHERFORDTON, NC",NC,USA
1510,1014,College of Charleston,5561.0,Erin McNulty,Sophomore,Scotch Plains,NJ.,Mount Saint Mary's Academy,,"5'8""",Guard,14,https://www.cofcsports.com/sports/womens-basketball/roster/erin-mcnulty/5561,2022-23,SC,CAA,I,5.0,8.0,68.0,GUARD,,GUARD,Sophomore,0,Mount Saint Mary's Academy,"SCOTCH PLAINS, NJ",NJ,USA
1511,1014,College of Charleston,5562.0,Anika McGarity,Junior,San Antonio,Texas,Smithson Valley,,"6'1""",Guard/Forward,20,https://www.cofcsports.com/sports/womens-basketball/roster/anika-mcgarity/5562,2022-23,SC,CAA,I,6.0,1.0,73.0,GUARD,FORWARD,GUARD/FORWARD,Junior,0,Smithson Valley,"SAN ANTONIO, TEXAS",TX,USA
1512,1014,College of Charleston,5563.0,Jenna Annecchiarico,Senior,Baldwin,NY.,Baldwin (Eastern Michigan),,"5'6""",Guard,21,https://www.cofcsports.com/sports/womens-basketball/roster/jenna-annecchiarico/5563,2022-23,SC,CAA,I,5.0,6.0,66.0,GUARD,,GUARD,Senior,0,Baldwin (Eastern Michigan),"BALDWIN, NY",NY,USA
1513,1014,College of Charleston,5570.0,Nicole Hemphill,Junior,San Antonio,Texas,Sandra Day O'Connor (Lipscomb),,"6'0""",Forward,22,https://www.cofcsports.com/sports/womens-basketball/roster/nicole-hemphill/5570,2022-23,SC,CAA,I,6.0,0.0,72.0,FORWARD,,FORWARD,Junior,0,Sandra Day O'Connor (Lipscomb),"SAN ANTONIO, TEXAS",TX,USA
1514,1014,College of Charleston,5571.0,Jazmyn Stone,Freshman,Tacoma,Washington,Annie Wright,,"5'6""",Guard,23,https://www.cofcsports.com/sports/womens-basketball/roster/jazmyn-stone/5571,2022-23,SC,CAA,I,5.0,6.0,66.0,GUARD,,GUARD,Freshman,0,Annie Wright,"TACOMA, WA",WA,USA
1515,1014,College of Charleston,5572.0,Adaora Onwumelu,Junior,Douglasville,Georgia,Lithia Springs (Auburn),,"6'2""",Forward,24,https://www.cofcsports.com/sports/womens-basketball/roster/adaora-onwumelu/5572,2022-23,SC,CAA,I,6.0,2.0,74.0,FORWARD,,FORWARD,Junior,0,Lithia Springs (Auburn),"DOUGLASVILLE, GA",GA,USA
1516,1014,College of Charleston,5564.0,Zoe McCrary,Junior,Allen,Texas,Allen,,"6'2""",Forward,32,https://www.cofcsports.com/sports/womens-basketball/roster/zoe-mccrary/5564,2022-23,SC,CAA,I,6.0,2.0,74.0,FORWARD,,FORWARD,Junior,0,Allen,"ALLEN, TEXAS",TX,USA
1517,153,Colgate,12815.0,Morgan McMahon,Sophomore,Hagerstown,Maryland,Saint James School,,"5'10""",Guard,1,https://www.colgateathletics.com/sports/womens-basketball/roster/morgan-mcmahon/12815,2022-23,NY,Patriot,I,5.0,10.0,70.0,GUARD,,GUARD,Sophomore,0,Saint James School,"HAGERSTOWN, MD",MD,USA
1518,153,Colgate,12998.0,Christina Midgette,Freshman,Princeton,NJ.,Franklin,,"6'0""",Guard/Forward,2,https://www.colgateathletics.com/sports/womens-basketball/roster/christina-midgette/12998,2022-23,NY,Patriot,I,6.0,0.0,72.0,GUARD,FORWARD,GUARD/FORWARD,Freshman,0,Franklin,"PRINCETON, NJ",NJ,USA
